>NC_013748.1_42	ce87c8d1ecdb45b3130d3a47a69a0147	59	SUPERFAMILY	SSF57783	Zinc beta-ribbon	7	38	7.14E-6	T	21-06-2023	-	-
>NC_013748.1_28	3b76e4413d28d8fe66bae5ab19598716	559	MobiDBLite	mobidb-lite	consensus disorder prediction	210	247	-	T	21-06-2023	-	-
>NC_013748.1_26	c9329cabeca9f75d3423e4a27e818df4	341	MobiDBLite	mobidb-lite	consensus disorder prediction	313	327	-	T	21-06-2023	-	-
>NC_013748.1_26	c9329cabeca9f75d3423e4a27e818df4	341	Coils	Coil	Coil	246	273	-	T	21-06-2023	-	-
>NC_013748.1_26	c9329cabeca9f75d3423e4a27e818df4	341	MobiDBLite	mobidb-lite	consensus disorder prediction	307	341	-	T	21-06-2023	-	-
>NC_013748.1_26	c9329cabeca9f75d3423e4a27e818df4	341	MobiDBLite	mobidb-lite	consensus disorder prediction	44	58	-	T	21-06-2023	-	-
>NC_013748.1_26	c9329cabeca9f75d3423e4a27e818df4	341	MobiDBLite	mobidb-lite	consensus disorder prediction	39	58	-	T	21-06-2023	-	-
>NC_013748.1_86	7dffd9bd35469283d11788e7893fbf54	256	MobiDBLite	mobidb-lite	consensus disorder prediction	58	88	-	T	21-06-2023	-	-
>NC_013748.1_86	7dffd9bd35469283d11788e7893fbf54	256	MobiDBLite	mobidb-lite	consensus disorder prediction	58	171	-	T	21-06-2023	-	-
>NC_013748.1_86	7dffd9bd35469283d11788e7893fbf54	256	MobiDBLite	mobidb-lite	consensus disorder prediction	233	256	-	T	21-06-2023	-	-
>NC_013748.1_86	7dffd9bd35469283d11788e7893fbf54	256	MobiDBLite	mobidb-lite	consensus disorder prediction	134	154	-	T	21-06-2023	-	-
>NC_013748.1_53	7111e656744ee8110d2ef040fc1cb9dc	80	MobiDBLite	mobidb-lite	consensus disorder prediction	60	80	-	T	21-06-2023	-	-
>NC_013748.1_94	e6864f1185c3daa2fc97b8fa005f04b2	108	Coils	Coil	Coil	8	28	-	T	21-06-2023	-	-
>NC_013748.1_36	f834ea9031e0fd4a4710b1e69eaf84c0	1093	Coils	Coil	Coil	350	370	-	T	21-06-2023	-	-
>NC_013748.1_36	f834ea9031e0fd4a4710b1e69eaf84c0	1093	SUPERFAMILY	SSF48371	ARM repeat	780	1072	9.95E-9	T	21-06-2023	IPR016024	Armadillo-type fold
>NC_013748.1_36	f834ea9031e0fd4a4710b1e69eaf84c0	1093	Coils	Coil	Coil	1046	1066	-	T	21-06-2023	-	-
>NC_013748.1_36	f834ea9031e0fd4a4710b1e69eaf84c0	1093	Gene3D	G3DSA:3.40.50.300	-	24	147	7.0E-7	T	21-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
>NC_013748.1_36	f834ea9031e0fd4a4710b1e69eaf84c0	1093	Pfam	PF07693	KAP family P-loop domain	26	334	6.0E-28	T	21-06-2023	IPR011646	KAP family P-loop domain
>NC_013748.1_36	f834ea9031e0fd4a4710b1e69eaf84c0	1093	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	20	363	2.48E-17	T	21-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
>NC_013748.1_36	f834ea9031e0fd4a4710b1e69eaf84c0	1093	PANTHER	PTHR22674	NTPASE, KAP FAMILY P-LOOP DOMAIN-CONTAINING 1	233	324	2.9E-13	T	21-06-2023	-	-
>NC_013748.1_75	96a5065d6bbd6359c7d35c91c2a42446	161	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	21-06-2023	-	-
>NC_013748.1_35	8f6d46d0096fa9279657c8e3dfe76bc8	349	MobiDBLite	mobidb-lite	consensus disorder prediction	150	170	-	T	21-06-2023	-	-
>NC_013748.1_35	8f6d46d0096fa9279657c8e3dfe76bc8	349	SUPERFAMILY	SSF52980	Restriction endonuclease-like	23	138	6.43E-22	T	21-06-2023	IPR011335	Restriction endonuclease type II-like
>NC_013748.1_35	8f6d46d0096fa9279657c8e3dfe76bc8	349	Gene3D	G3DSA:3.40.1350.10	-	4	148	1.7E-35	T	21-06-2023	IPR011856	tRNA endonuclease-like domain superfamily
>NC_013748.1_35	8f6d46d0096fa9279657c8e3dfe76bc8	349	PANTHER	PTHR30015	MRR RESTRICTION SYSTEM PROTEIN	7	152	1.2E-27	T	21-06-2023	-	-
>NC_013748.1_35	8f6d46d0096fa9279657c8e3dfe76bc8	349	Pfam	PF04471	Restriction endonuclease	19	134	1.1E-30	T	21-06-2023	IPR007560	Restriction endonuclease type IV, Mrr
>NC_013748.1_35	8f6d46d0096fa9279657c8e3dfe76bc8	349	MobiDBLite	mobidb-lite	consensus disorder prediction	150	169	-	T	21-06-2023	-	-
>NC_013748.1_72	856b75cde3a5ac0d89524648dbff1006	105	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	15	98	2.61E-13	T	21-06-2023	IPR036390	Winged helix DNA-binding domain superfamily
>NC_013748.1_72	856b75cde3a5ac0d89524648dbff1006	105	Gene3D	G3DSA:1.10.10.10	-	16	101	2.3E-10	T	21-06-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
>NC_013748.1_72	856b75cde3a5ac0d89524648dbff1006	105	Pfam	PF03551	Transcriptional regulator PadR-like family	23	90	9.2E-13	T	21-06-2023	IPR005149	Transcription regulator PadR, N-terminal
>NC_013748.1_45	8f79aaffab75a37fcc0916a6c860b706	96	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	21-06-2023	-	-
>NC_013748.1_13	e0a3f2e93720e6e4769b7769ad4c5dea	274	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	21-06-2023	-	-
>NC_013748.1_13	e0a3f2e93720e6e4769b7769ad4c5dea	274	Gene3D	G3DSA:2.60.120.200	-	50	270	6.2E-14	T	21-06-2023	-	-
>NC_013748.1_13	e0a3f2e93720e6e4769b7769ad4c5dea	274	SUPERFAMILY	SSF49899	Concanavalin A-like lectins/glucanases	61	270	6.99E-11	T	21-06-2023	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
>NC_013748.1_98	e30280648556ec4c9c9e457f8d5a8426	136	MobiDBLite	mobidb-lite	consensus disorder prediction	9	46	-	T	21-06-2023	-	-
>NC_013748.1_98	e30280648556ec4c9c9e457f8d5a8426	136	MobiDBLite	mobidb-lite	consensus disorder prediction	1	47	-	T	21-06-2023	-	-
>NC_013748.1_25	3933a5873a6141a7c7838ee381d95b93	193	Coils	Coil	Coil	136	163	-	T	21-06-2023	-	-
>NC_013748.1_18	f3dc793a28f17c5dc80a32e84033f6b2	229	ProSiteProfiles	PS51318	Twin arginine translocation (Tat) signal profile.	1	35	9.041496	T	21-06-2023	IPR006311	Twin-arginine translocation pathway, signal sequence
>NC_013748.1_12	d4ede8cd75420171bd96d427bfe0eafb	350	ProSiteProfiles	PS51318	Twin arginine translocation (Tat) signal profile.	1	34	8.953341	T	21-06-2023	IPR006311	Twin-arginine translocation pathway, signal sequence
>NC_013748.1_29	3d96ff043df1ebc153ccaf72f8a1c8de	783	Coils	Coil	Coil	358	378	-	T	21-06-2023	-	-
>NC_013748.1_29	3d96ff043df1ebc153ccaf72f8a1c8de	783	Gene3D	G3DSA:3.40.50.300	-	372	560	1.3E-10	T	21-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
>NC_013748.1_29	3d96ff043df1ebc153ccaf72f8a1c8de	783	MobiDBLite	mobidb-lite	consensus disorder prediction	653	675	-	T	21-06-2023	-	-
>NC_013748.1_37	c88c000b6bc5b0708711653cc131ef15	369	Gene3D	G3DSA:1.10.150.130	-	13	120	1.4E-13	T	21-06-2023	IPR010998	Integrase/recombinase, N-terminal
>NC_013748.1_37	c88c000b6bc5b0708711653cc131ef15	369	SUPERFAMILY	SSF56349	DNA breaking-rejoining enzymes	17	361	6.47E-28	T	21-06-2023	IPR011010	DNA breaking-rejoining enzyme, catalytic core
>NC_013748.1_37	c88c000b6bc5b0708711653cc131ef15	369	Gene3D	G3DSA:1.10.443.10	Intergrase catalytic core	127	368	4.1E-25	T	21-06-2023	IPR013762	Integrase-like, catalytic domain superfamily
>NC_013748.1_37	c88c000b6bc5b0708711653cc131ef15	369	ProSiteProfiles	PS51900	Core-binding (CB) domain profile.	16	102	10.025536	T	21-06-2023	IPR044068	Core-binding (CB) domain
>NC_013748.1_37	c88c000b6bc5b0708711653cc131ef15	369	ProSiteProfiles	PS51898	Tyrosine recombinase domain profile.	128	365	19.749006	T	21-06-2023	IPR002104	Integrase, catalytic domain
>NC_013748.1_37	c88c000b6bc5b0708711653cc131ef15	369	Pfam	PF00589	Phage integrase family	136	356	5.4E-12	T	21-06-2023	IPR002104	Integrase, catalytic domain
>NC_013748.1_37	c88c000b6bc5b0708711653cc131ef15	369	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	21-06-2023	-	-
>NC_013748.1_91	a21a7ada29c89410edaff8799c0e5e09	161	ProSitePatterns	PS00178	Aminoacyl-transfer RNA synthetases class-I signature.	34	45	-	T	21-06-2023	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
>NC_013748.1_79	9525af446b37cbb24ad5b73d51224885	34	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	21-06-2023	-	-
>NC_013748.1_79	9525af446b37cbb24ad5b73d51224885	34	MobiDBLite	mobidb-lite	consensus disorder prediction	14	34	-	T	21-06-2023	-	-
>NC_013748.1_78	b4e93d813aa3bd0ca7bba77b747ca6f9	136	MobiDBLite	mobidb-lite	consensus disorder prediction	1	18	-	T	21-06-2023	-	-
>NC_013748.1_78	b4e93d813aa3bd0ca7bba77b747ca6f9	136	Coils	Coil	Coil	35	58	-	T	21-06-2023	-	-
>NC_013748.1_78	b4e93d813aa3bd0ca7bba77b747ca6f9	136	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	21-06-2023	-	-
>NC_013748.1_10	740778ab3fd7903338da124525f06cbc	517	PANTHER	PTHR43806	PEPTIDASE S8	198	451	3.7E-38	T	21-06-2023	-	-
>NC_013748.1_10	740778ab3fd7903338da124525f06cbc	517	Gene3D	G3DSA:3.40.50.200	Peptidase S8/S53 domain	173	493	1.5E-51	T	21-06-2023	IPR036852	Peptidase S8/S53 domain superfamily
>NC_013748.1_10	740778ab3fd7903338da124525f06cbc	517	SUPERFAMILY	SSF52743	Subtilisin-like	205	486	5.11E-46	T	21-06-2023	IPR036852	Peptidase S8/S53 domain superfamily
>NC_013748.1_10	740778ab3fd7903338da124525f06cbc	517	PRINTS	PR00723	Subtilisin serine protease family (S8) signature	211	230	5.8E-10	T	21-06-2023	IPR015500	Peptidase S8, subtilisin-related
>NC_013748.1_10	740778ab3fd7903338da124525f06cbc	517	PRINTS	PR00723	Subtilisin serine protease family (S8) signature	259	272	5.8E-10	T	21-06-2023	IPR015500	Peptidase S8, subtilisin-related
>NC_013748.1_10	740778ab3fd7903338da124525f06cbc	517	PRINTS	PR00723	Subtilisin serine protease family (S8) signature	430	446	5.8E-10	T	21-06-2023	IPR015500	Peptidase S8, subtilisin-related
>NC_013748.1_10	740778ab3fd7903338da124525f06cbc	517	ProSiteProfiles	PS51892	Serine proteases, subtilase domain profile.	189	486	24.321753	T	21-06-2023	-	-
>NC_013748.1_10	740778ab3fd7903338da124525f06cbc	517	ProSitePatterns	PS00138	Serine proteases, subtilase family, serine active site.	431	441	-	T	21-06-2023	IPR023828	Peptidase S8, subtilisin, Ser-active site
>NC_013748.1_10	740778ab3fd7903338da124525f06cbc	517	Pfam	PF00082	Subtilase family	213	448	3.0E-37	T	21-06-2023	IPR000209	Peptidase S8/S53 domain
>NC_013748.1_2	b65e47472a6c165c83780ce8299eafa0	172	Pfam	PF07790	Archaeal Type IV pilin, N-terminal	17	91	6.5E-16	T	21-06-2023	IPR012859	Archaeal Type IV pilin, N-terminal
>NC_013748.1_2	b65e47472a6c165c83780ce8299eafa0	172	NCBIfam	TIGR02537	archaeal flagellin N-terminal-like domain	17	39	3.1E-6	T	21-06-2023	IPR013373	Flagellin/pilin, N-terminal site, archaea
>NC_013748.1_19	c0888bf6c490060413aa6d7153deb1b8	65	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	21-06-2023	-	-
>NC_013748.1_30	e1ee28bc3feff32ba90b1e621fd9754b	314	Gene3D	G3DSA:2.40.50.140	-	98	223	4.8E-27	T	21-06-2023	IPR012340	Nucleic acid-binding, OB-fold
>NC_013748.1_30	e1ee28bc3feff32ba90b1e621fd9754b	314	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	13	231	7.37E-32	T	21-06-2023	IPR012340	Nucleic acid-binding, OB-fold
>NC_013748.1_30	e1ee28bc3feff32ba90b1e621fd9754b	314	Gene3D	G3DSA:3.30.1640.10	-	1	89	5.9E-20	T	21-06-2023	-	-
>NC_013748.1_30	e1ee28bc3feff32ba90b1e621fd9754b	314	Pfam	PF17207	MCM OB domain	98	217	2.6E-16	T	21-06-2023	IPR033762	MCM OB domain
>NC_013748.1_30	e1ee28bc3feff32ba90b1e621fd9754b	314	Gene3D	G3DSA:2.20.28.10	-	121	171	4.8E-27	T	21-06-2023	-	-
>NC_013748.1_30	e1ee28bc3feff32ba90b1e621fd9754b	314	PANTHER	PTHR11630	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	8	244	1.0E-25	T	21-06-2023	IPR031327	Mini-chromosome maintenance protein
>NC_013748.1_60	b31243d4c5e7eda33a6570f0f7d24dee	128	Pfam	PF07790	Archaeal Type IV pilin, N-terminal	7	87	2.4E-14	T	21-06-2023	IPR012859	Archaeal Type IV pilin, N-terminal
>NC_013748.1_60	b31243d4c5e7eda33a6570f0f7d24dee	128	MobiDBLite	mobidb-lite	consensus disorder prediction	92	114	-	T	21-06-2023	-	-
>NC_013748.1_60	b31243d4c5e7eda33a6570f0f7d24dee	128	NCBIfam	TIGR02537	archaeal flagellin N-terminal-like domain	7	29	3.6E-6	T	21-06-2023	IPR013373	Flagellin/pilin, N-terminal site, archaea
>NC_013748.1_90	2186cfb01adc4f4f5eaf971b398fce4a	1047	MobiDBLite	mobidb-lite	consensus disorder prediction	480	515	-	T	21-06-2023	-	-
>NC_013748.1_90	2186cfb01adc4f4f5eaf971b398fce4a	1047	Pfam	PF08279	HTH domain	883	929	9.1E-6	T	21-06-2023	IPR013196	Helix-turn-helix, type 11
>NC_013748.1_90	2186cfb01adc4f4f5eaf971b398fce4a	1047	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	880	932	1.15E-5	T	21-06-2023	IPR036390	Winged helix DNA-binding domain superfamily
>NC_013748.1_90	2186cfb01adc4f4f5eaf971b398fce4a	1047	Gene3D	G3DSA:1.10.10.10	-	871	934	2.5E-6	T	21-06-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
>NC_013748.1_90	2186cfb01adc4f4f5eaf971b398fce4a	1047	MobiDBLite	mobidb-lite	consensus disorder prediction	480	495	-	T	21-06-2023	-	-
>NC_013748.1_6	bc605816067f1e2717a5c5ebb0fc8086	223	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	22	114	2.21E-6	T	21-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
>NC_013748.1_6	bc605816067f1e2717a5c5ebb0fc8086	223	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	28	159	1.4E-8	T	21-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
>NC_013748.1_89	664586316fb69ce95c28e921be78e4d4	193	CDD	cd00085	HNHc	11	47	5.00551E-6	T	21-06-2023	IPR003615	HNH nuclease
>NC_013748.1_89	664586316fb69ce95c28e921be78e4d4	193	Gene3D	G3DSA:1.10.30.50	-	2	76	4.1E-10	T	21-06-2023	-	-
>NC_013748.1_89	664586316fb69ce95c28e921be78e4d4	193	Pfam	PF14279	HNH endonuclease	11	61	7.2E-9	T	21-06-2023	IPR029471	HNH endonuclease 5
>NC_013748.1_46	bc6b9202de7181d310cf6ff0f56cab83	169	MobiDBLite	mobidb-lite	consensus disorder prediction	8	23	-	T	21-06-2023	-	-
>NC_013748.1_46	bc6b9202de7181d310cf6ff0f56cab83	169	MobiDBLite	mobidb-lite	consensus disorder prediction	58	91	-	T	21-06-2023	-	-
>NC_013748.1_46	bc6b9202de7181d310cf6ff0f56cab83	169	MobiDBLite	mobidb-lite	consensus disorder prediction	1	41	-	T	21-06-2023	-	-
>NC_013748.1_46	bc6b9202de7181d310cf6ff0f56cab83	169	MobiDBLite	mobidb-lite	consensus disorder prediction	24	38	-	T	21-06-2023	-	-
>NC_013748.1_92	0b1914a7fc8f9ae4a68cd4dd7bfa33e4	83	Gene3D	G3DSA:1.10.10.10	-	1	77	3.6E-17	T	21-06-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
>NC_013748.1_9	a60773abdf4dd403faf9942f35b8d27c	1138	Coils	Coil	Coil	306	337	-	T	21-06-2023	-	-
>NC_013748.1_9	a60773abdf4dd403faf9942f35b8d27c	1138	Coils	Coil	Coil	508	542	-	T	21-06-2023	-	-
>NC_013748.1_9	a60773abdf4dd403faf9942f35b8d27c	1138	Coils	Coil	Coil	649	676	-	T	21-06-2023	-	-
>NC_013748.1_14	a67534ba12aa10618a5736eb6d37d4a8	465	SUPERFAMILY	SSF51126	Pectin lyase-like	161	452	1.46E-10	T	21-06-2023	IPR011050	Pectin lyase fold/virulence factor
>NC_013748.1_14	a67534ba12aa10618a5736eb6d37d4a8	465	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	21-06-2023	-	-
>NC_013748.1_14	a67534ba12aa10618a5736eb6d37d4a8	465	SMART	SM00710	pbh1	256	278	4800.0	T	21-06-2023	IPR006626	Parallel beta-helix repeat
>NC_013748.1_14	a67534ba12aa10618a5736eb6d37d4a8	465	SMART	SM00710	pbh1	296	326	3600.0	T	21-06-2023	IPR006626	Parallel beta-helix repeat
>NC_013748.1_14	a67534ba12aa10618a5736eb6d37d4a8	465	SMART	SM00710	pbh1	379	401	2.4	T	21-06-2023	IPR006626	Parallel beta-helix repeat
>NC_013748.1_14	a67534ba12aa10618a5736eb6d37d4a8	465	SMART	SM00710	pbh1	406	427	100.0	T	21-06-2023	IPR006626	Parallel beta-helix repeat
>NC_013748.1_14	a67534ba12aa10618a5736eb6d37d4a8	465	SMART	SM00710	pbh1	223	255	4800.0	T	21-06-2023	IPR006626	Parallel beta-helix repeat
>NC_013748.1_14	a67534ba12aa10618a5736eb6d37d4a8	465	SMART	SM00710	pbh1	348	369	2900.0	T	21-06-2023	IPR006626	Parallel beta-helix repeat
>NC_013748.1_14	a67534ba12aa10618a5736eb6d37d4a8	465	Gene3D	G3DSA:2.160.20.10	-	161	464	7.8E-14	T	21-06-2023	IPR012334	Pectin lyase fold
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	PANTHER	PTHR10629	CYTOSINE-SPECIFIC METHYLTRANSFERASE	4	584	3.5E-40	T	21-06-2023	-	-
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	ProSiteProfiles	PS51679	C-5 cytosine-specific DNA methylase (Dnmt) domain profile.	6	591	26.304035	T	21-06-2023	IPR001525	C-5 cytosine methyltransferase
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	7	23	1.1E-9	T	21-06-2023	IPR001525	C-5 cytosine methyltransferase
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	143	157	1.1E-9	T	21-06-2023	IPR001525	C-5 cytosine methyltransferase
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	206	219	1.1E-9	T	21-06-2023	IPR001525	C-5 cytosine methyltransferase
