KX906370.1_183	f43e0d7b7cf26d50dfb0f9466f1e95f8	1381	Pfam	PF07669	Eco57I restriction-modification methylase	785	880	2.1E-14	T	26-06-2023	IPR011639	Type II restriction enzyme and methyltransferase RM.Eco57I-like
KX906370.1_183	f43e0d7b7cf26d50dfb0f9466f1e95f8	1381	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	819	843	1.2E-15	T	26-06-2023	-	-
KX906370.1_184	344a1d993a89e2c3db5cd488526a278d	155	Pfam	PF19810	Family of unknown function (DUF6293)	1	113	5.0E-18	T	26-06-2023	IPR046260	Domain of unknown function DUF6293
KX906370.1_42	96d1745e32d072fa3fcaed5d31a17231	127	MobiDBLite	mobidb-lite	consensus disorder prediction	100	127	-	T	26-06-2023	-	-
KX906370.1_42	96d1745e32d072fa3fcaed5d31a17231	127	MobiDBLite	mobidb-lite	consensus disorder prediction	100	118	-	T	26-06-2023	-	-
KX906370.1_82	fe78e4b98baae805985107bdf02baf52	1148	MobiDBLite	mobidb-lite	consensus disorder prediction	524	544	-	T	26-06-2023	-	-
KX906370.1_82	fe78e4b98baae805985107bdf02baf52	1148	MobiDBLite	mobidb-lite	consensus disorder prediction	393	414	-	T	26-06-2023	-	-
KX906370.1_82	fe78e4b98baae805985107bdf02baf52	1148	MobiDBLite	mobidb-lite	consensus disorder prediction	1094	1148	-	T	26-06-2023	-	-
KX906370.1_82	fe78e4b98baae805985107bdf02baf52	1148	Pfam	PF19134	Domain of unknown function (DUF5817)	41	92	6.5E-8	T	26-06-2023	IPR043855	Domain of unknown function DUF5817
KX906370.1_82	fe78e4b98baae805985107bdf02baf52	1148	MobiDBLite	mobidb-lite	consensus disorder prediction	1113	1129	-	T	26-06-2023	-	-
KX906370.1_127	01fa4feb0061e306f3b313b37c2da4f7	123	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	Gene3D	G3DSA:3.40.50.300	-	395	591	2.6E-11	T	26-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	MobiDBLite	mobidb-lite	consensus disorder prediction	367	382	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	MobiDBLite	mobidb-lite	consensus disorder prediction	1	23	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	MobiDBLite	mobidb-lite	consensus disorder prediction	712	726	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	Coils	Coil	Coil	337	357	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	MobiDBLite	mobidb-lite	consensus disorder prediction	104	126	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	MobiDBLite	mobidb-lite	consensus disorder prediction	359	382	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	MobiDBLite	mobidb-lite	consensus disorder prediction	104	119	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	Coils	Coil	Coil	39	59	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	188	581	4.41E-6	T	26-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	Coils	Coil	Coil	718	738	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	MobiDBLite	mobidb-lite	consensus disorder prediction	702	726	-	T	26-06-2023	-	-
KX906370.1_107	8f6fe644680bd69ae9cac194ca864be3	832	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	26-06-2023	-	-
KX906370.1_35	0dabdd49dae335e9e6d526cec431c184	413	Coils	Coil	Coil	219	239	-	T	26-06-2023	-	-
KX906370.1_35	0dabdd49dae335e9e6d526cec431c184	413	NCBIfam	TIGR01766	IS200/IS605 family accessory protein TnpB-like domain	251	323	5.7E-10	T	26-06-2023	IPR010095	Cas12f1-like, TNB domain
KX906370.1_35	0dabdd49dae335e9e6d526cec431c184	413	PANTHER	PTHR36172	-	158	372	2.6E-9	T	26-06-2023	-	-
KX906370.1_35	0dabdd49dae335e9e6d526cec431c184	413	Pfam	PF12323	Helix-turn-helix domain	1	45	1.7E-10	T	26-06-2023	IPR021027	Transposase, putative, helix-turn-helix domain
KX906370.1_35	0dabdd49dae335e9e6d526cec431c184	413	Pfam	PF01385	Probable transposase	177	282	3.2E-17	T	26-06-2023	IPR001959	Probable transposase, IS891/IS1136/IS1341
KX906370.1_35	0dabdd49dae335e9e6d526cec431c184	413	Pfam	PF07282	Putative transposase DNA-binding domain	297	365	2.2E-23	T	26-06-2023	IPR010095	Cas12f1-like, TNB domain
KX906370.1_35	0dabdd49dae335e9e6d526cec431c184	413	NCBIfam	NF040570	RNA-guided endonuclease TnpB family protein	5	365	9.1E-88	T	26-06-2023	-	-
KX906370.1_85	ed70d4fd1b70d218d0fc9676eaef3475	417	NCBIfam	NF040570	RNA-guided endonuclease TnpB family protein	22	379	5.3E-54	T	26-06-2023	-	-
KX906370.1_85	ed70d4fd1b70d218d0fc9676eaef3475	417	MobiDBLite	mobidb-lite	consensus disorder prediction	99	123	-	T	26-06-2023	-	-
KX906370.1_85	ed70d4fd1b70d218d0fc9676eaef3475	417	MobiDBLite	mobidb-lite	consensus disorder prediction	98	123	-	T	26-06-2023	-	-
KX906370.1_85	ed70d4fd1b70d218d0fc9676eaef3475	417	PANTHER	PTHR36172	-	300	377	3.9E-9	T	26-06-2023	-	-
KX906370.1_85	ed70d4fd1b70d218d0fc9676eaef3475	417	Pfam	PF01385	Probable transposase	182	290	3.7E-14	T	26-06-2023	IPR001959	Probable transposase, IS891/IS1136/IS1341
KX906370.1_85	ed70d4fd1b70d218d0fc9676eaef3475	417	Pfam	PF07282	Putative transposase DNA-binding domain	310	378	7.7E-19	T	26-06-2023	IPR010095	Cas12f1-like, TNB domain
KX906370.1_27	42f00ddceb14dd3bfe14974ef7f42d87	183	Pfam	PF01844	HNH endonuclease	115	150	1.1E-8	T	26-06-2023	IPR002711	HNH endonuclease
KX906370.1_27	42f00ddceb14dd3bfe14974ef7f42d87	183	MobiDBLite	mobidb-lite	consensus disorder prediction	154	183	-	T	26-06-2023	-	-
KX906370.1_27	42f00ddceb14dd3bfe14974ef7f42d87	183	CDD	cd00085	HNHc	117	149	7.80013E-7	T	26-06-2023	IPR003615	HNH nuclease
KX906370.1_27	42f00ddceb14dd3bfe14974ef7f42d87	183	Gene3D	G3DSA:1.10.30.50	-	48	164	2.4E-10	T	26-06-2023	-	-
KX906370.1_27	42f00ddceb14dd3bfe14974ef7f42d87	183	SMART	SM00507	HNH_5	97	146	0.0032	T	26-06-2023	IPR003615	HNH nuclease
KX906370.1_27	42f00ddceb14dd3bfe14974ef7f42d87	183	MobiDBLite	mobidb-lite	consensus disorder prediction	154	168	-	T	26-06-2023	-	-
KX906370.1_87	89510a40f763b15c1cd1c41e94e5cc30	60	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	26-06-2023	-	-
KX906370.1_120	e678dd89c21b8a0030799d526a68aafe	152	Pfam	PF19673	Family of unknown function (DUF6176)	10	121	1.3E-29	T	26-06-2023	IPR046174	Protein of unknown function DUF6176
KX906370.1_120	e678dd89c21b8a0030799d526a68aafe	152	ProSiteProfiles	PS50882	YTH domain profile.	64	152	8.866538	T	26-06-2023	IPR007275	YTH domain
KX906370.1_105	0cf777e08a732703273f86acb1aa8a44	430	MobiDBLite	mobidb-lite	consensus disorder prediction	30	60	-	T	26-06-2023	-	-
KX906370.1_105	0cf777e08a732703273f86acb1aa8a44	430	Coils	Coil	Coil	409	429	-	T	26-06-2023	-	-
KX906370.1_105	0cf777e08a732703273f86acb1aa8a44	430	MobiDBLite	mobidb-lite	consensus disorder prediction	25	81	-	T	26-06-2023	-	-
KX906370.1_131	83a1adf68100c7c75d496d0c9a119137	54	MobiDBLite	mobidb-lite	consensus disorder prediction	34	54	-	T	26-06-2023	-	-
KX906370.1_131	83a1adf68100c7c75d496d0c9a119137	54	MobiDBLite	mobidb-lite	consensus disorder prediction	37	54	-	T	26-06-2023	-	-
KX906370.1_134	33469b281040f5d7645f5207bc9f91e8	375	CDD	cd04301	NAT_SF	58	119	0.00213913	T	26-06-2023	-	-
KX906370.1_134	33469b281040f5d7645f5207bc9f91e8	375	Gene3D	G3DSA:3.40.630.30	-	11	145	6.7E-17	T	26-06-2023	-	-
KX906370.1_134	33469b281040f5d7645f5207bc9f91e8	375	Pfam	PF13527	Acetyltransferase (GNAT) domain	15	142	2.1E-16	T	26-06-2023	-	-
KX906370.1_134	33469b281040f5d7645f5207bc9f91e8	375	SUPERFAMILY	SSF55729	Acyl-CoA N-acyltransferases (Nat)	12	164	1.65E-18	T	26-06-2023	IPR016181	Acyl-CoA N-acyltransferase
KX906370.1_134	33469b281040f5d7645f5207bc9f91e8	375	ProSiteProfiles	PS51186	Gcn5-related N-acetyltransferase (GNAT) domain profile.	13	165	13.906408	T	26-06-2023	IPR000182	GNAT domain
KX906370.1_18	0b5387223b8eeb0a3aa2d393c74ccd45	114	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	26-06-2023	-	-
KX906370.1_43	0f76ae43526c2a4d3d7162374ae221cd	261	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	14	167	3.4E-11	T	26-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
KX906370.1_43	0f76ae43526c2a4d3d7162374ae221cd	261	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	4	117	6.19E-11	T	26-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
KX906370.1_81	6d47699ecf859c2a56af1a648759e468	187	MobiDBLite	mobidb-lite	consensus disorder prediction	162	187	-	T	26-06-2023	-	-
KX906370.1_81	6d47699ecf859c2a56af1a648759e468	187	MobiDBLite	mobidb-lite	consensus disorder prediction	135	187	-	T	26-06-2023	-	-
KX906370.1_81	6d47699ecf859c2a56af1a648759e468	187	MobiDBLite	mobidb-lite	consensus disorder prediction	58	85	-	T	26-06-2023	-	-
KX906370.1_5	4cfbaaf929a6f3fafc9ae942e103d1e5	131	SUPERFAMILY	SSF110849	ParB/Sulfiredoxin	56	98	5.76E-6	T	26-06-2023	IPR036086	ParB/Sulfiredoxin superfamily
KX906370.1_86	3c568beee81ad8f0df0e64da2cfba8e8	248	MobiDBLite	mobidb-lite	consensus disorder prediction	60	84	-	T	26-06-2023	-	-
KX906370.1_86	3c568beee81ad8f0df0e64da2cfba8e8	248	MobiDBLite	mobidb-lite	consensus disorder prediction	1	16	-	T	26-06-2023	-	-
KX906370.1_86	3c568beee81ad8f0df0e64da2cfba8e8	248	MobiDBLite	mobidb-lite	consensus disorder prediction	1	84	-	T	26-06-2023	-	-
KX906370.1_104	7a74df52798c3bd36c8375ad16ef5ede	340	Coils	Coil	Coil	259	286	-	T	26-06-2023	-	-
KX906370.1_104	7a74df52798c3bd36c8375ad16ef5ede	340	MobiDBLite	mobidb-lite	consensus disorder prediction	300	340	-	T	26-06-2023	-	-
KX906370.1_62	2a4523f36b2ca4e6116b26c9ae8e9eb8	419	NCBIfam	NF040570	RNA-guided endonuclease TnpB family protein	106	364	2.9E-40	T	26-06-2023	-	-
KX906370.1_62	2a4523f36b2ca4e6116b26c9ae8e9eb8	419	NCBIfam	TIGR01766	IS200/IS605 family accessory protein TnpB-like domain	241	321	3.4E-26	T	26-06-2023	IPR010095	Cas12f1-like, TNB domain
KX906370.1_62	2a4523f36b2ca4e6116b26c9ae8e9eb8	419	MobiDBLite	mobidb-lite	consensus disorder prediction	369	419	-	T	26-06-2023	-	-
KX906370.1_62	2a4523f36b2ca4e6116b26c9ae8e9eb8	419	MobiDBLite	mobidb-lite	consensus disorder prediction	369	392	-	T	26-06-2023	-	-
KX906370.1_62	2a4523f36b2ca4e6116b26c9ae8e9eb8	419	MobiDBLite	mobidb-lite	consensus disorder prediction	393	412	-	T	26-06-2023	-	-
KX906370.1_62	2a4523f36b2ca4e6116b26c9ae8e9eb8	419	Pfam	PF07282	Putative transposase DNA-binding domain	294	364	4.9E-23	T	26-06-2023	IPR010095	Cas12f1-like, TNB domain
KX906370.1_175	06ebad9f1803915db8320a5e61491a53	321	Coils	Coil	Coil	288	315	-	T	26-06-2023	-	-
KX906370.1_157	788fe48b22fff3a03fbbdf623a2afcda	221	NCBIfam	TIGR01182	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	19	213	4.1E-49	T	26-06-2023	IPR000887	KDPG/KHG aldolase
KX906370.1_157	788fe48b22fff3a03fbbdf623a2afcda	221	Pfam	PF01081	KDPG and KHG aldolase	19	205	4.6E-39	T	26-06-2023	IPR000887	KDPG/KHG aldolase
KX906370.1_157	788fe48b22fff3a03fbbdf623a2afcda	221	Gene3D	G3DSA:3.20.20.70	Aldolase class I	6	221	9.0E-70	T	26-06-2023	IPR013785	Aldolase-type TIM barrel
KX906370.1_157	788fe48b22fff3a03fbbdf623a2afcda	221	SUPERFAMILY	SSF51569	Aldolase	10	214	1.59E-59	T	26-06-2023	-	-
KX906370.1_157	788fe48b22fff3a03fbbdf623a2afcda	221	PANTHER	PTHR30246	2-KETO-3-DEOXY-6-PHOSPHOGLUCONATE ALDOLASE	7	218	8.0E-59	T	26-06-2023	IPR000887	KDPG/KHG aldolase
KX906370.1_157	788fe48b22fff3a03fbbdf623a2afcda	221	CDD	cd00452	KDPG_aldolase	19	207	6.72637E-65	T	26-06-2023	IPR000887	KDPG/KHG aldolase
KX906370.1_31	71b860d7448c299361ff8f2bc24fd34a	203	MobiDBLite	mobidb-lite	consensus disorder prediction	45	99	-	T	26-06-2023	-	-
KX906370.1_31	71b860d7448c299361ff8f2bc24fd34a	203	MobiDBLite	mobidb-lite	consensus disorder prediction	167	203	-	T	26-06-2023	-	-
KX906370.1_31	71b860d7448c299361ff8f2bc24fd34a	203	MobiDBLite	mobidb-lite	consensus disorder prediction	45	92	-	T	26-06-2023	-	-
KX906370.1_46	62f6fde6595999af199681d9b73e6587	357	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	169	333	1.9E-11	T	26-06-2023	-	-
KX906370.1_46	62f6fde6595999af199681d9b73e6587	357	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	45	324	2.98E-14	T	26-06-2023	-	-
KX906370.1_121	f41e57910d41694c4d21733225534ed0	118	MobiDBLite	mobidb-lite	consensus disorder prediction	80	118	-	T	26-06-2023	-	-
KX906370.1_121	f41e57910d41694c4d21733225534ed0	118	MobiDBLite	mobidb-lite	consensus disorder prediction	80	100	-	T	26-06-2023	-	-
KX906370.1_121	f41e57910d41694c4d21733225534ed0	118	Gene3D	G3DSA:3.30.2310.20	-	4	86	3.6E-8	T	26-06-2023	IPR035093	Toxin-antitoxin system, RelE/ParE toxin domain superfamily
KX906370.1_121	f41e57910d41694c4d21733225534ed0	118	SUPERFAMILY	SSF143011	RelE-like	5	78	2.62E-8	T	26-06-2023	IPR035093	Toxin-antitoxin system, RelE/ParE toxin domain superfamily
KX906370.1_54	9ff60d479bbc1ecf0171f663e45d74c5	124	Gene3D	G3DSA:1.10.150.20	-	59	124	2.2E-14	T	26-06-2023	-	-
KX906370.1_54	9ff60d479bbc1ecf0171f663e45d74c5	124	Pfam	PF12826	Helix-hairpin-helix motif	74	123	1.5E-13	T	26-06-2023	IPR041663	DisA/LigA, helix-hairpin-helix motif
KX906370.1_54	9ff60d479bbc1ecf0171f663e45d74c5	124	MobiDBLite	mobidb-lite	consensus disorder prediction	104	124	-	T	26-06-2023	-	-
KX906370.1_54	9ff60d479bbc1ecf0171f663e45d74c5	124	SUPERFAMILY	SSF47781	RuvA domain 2-like	47	123	2.59E-13	T	26-06-2023	IPR010994	RuvA domain 2-like
KX906370.1_165	fc5d0cb684b08eff458319db2eecef32	388	NCBIfam	NF033541	ISH3 family transposase	40	336	3.0E-113	T	26-06-2023	-	-
KX906370.1_165	fc5d0cb684b08eff458319db2eecef32	388	PANTHER	PTHR33252	THIRD ORF IN TRANSPOSON ISC1160	90	388	4.9E-51	T	26-06-2023	-	-
KX906370.1_194	fc5d0cb684b08eff458319db2eecef32	388	NCBIfam	NF033541	ISH3 family transposase	40	336	3.0E-113	T	26-06-2023	-	-
KX906370.1_194	fc5d0cb684b08eff458319db2eecef32	388	PANTHER	PTHR33252	THIRD ORF IN TRANSPOSON ISC1160	90	388	4.9E-51	T	26-06-2023	-	-
KX906370.1_185	fc5d0cb684b08eff458319db2eecef32	388	NCBIfam	NF033541	ISH3 family transposase	40	336	3.0E-113	T	26-06-2023	-	-
KX906370.1_185	fc5d0cb684b08eff458319db2eecef32	388	PANTHER	PTHR33252	THIRD ORF IN TRANSPOSON ISC1160	90	388	4.9E-51	T	26-06-2023	-	-
KX906370.1_118	fc5d0cb684b08eff458319db2eecef32	388	NCBIfam	NF033541	ISH3 family transposase	40	336	3.0E-113	T	26-06-2023	-	-
KX906370.1_118	fc5d0cb684b08eff458319db2eecef32	388	PANTHER	PTHR33252	THIRD ORF IN TRANSPOSON ISC1160	90	388	4.9E-51	T	26-06-2023	-	-
KX906370.1_23	96319a979b3be8dfddd5ce936090577c	204	ProSiteProfiles	PS51900	Core-binding (CB) domain profile.	98	184	8.734818	T	26-06-2023	IPR044068	Core-binding (CB) domain
KX906370.1_33	2c5941a84eb80bbe34beffb5a3e93e19	141	MobiDBLite	mobidb-lite	consensus disorder prediction	28	42	-	T	26-06-2023	-	-
KX906370.1_33	2c5941a84eb80bbe34beffb5a3e93e19	141	MobiDBLite	mobidb-lite	consensus disorder prediction	1	64	-	T	26-06-2023	-	-
KX906370.1_52	ac66911aae54e452137f785f38b7f689	87	MobiDBLite	mobidb-lite	consensus disorder prediction	45	59	-	T	26-06-2023	-	-
KX906370.1_52	ac66911aae54e452137f785f38b7f689	87	MobiDBLite	mobidb-lite	consensus disorder prediction	38	87	-	T	26-06-2023	-	-
KX906370.1_44	33a53a49b299a14465fdc3d67a8968db	194	MobiDBLite	mobidb-lite	consensus disorder prediction	173	194	-	T	26-06-2023	-	-
KX906370.1_69	eea5b2c5af0103d8668822e94ae97251	74	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	2	58	1.52E-5	T	26-06-2023	IPR036390	Winged helix DNA-binding domain superfamily
KX906370.1_69	eea5b2c5af0103d8668822e94ae97251	74	Gene3D	G3DSA:1.10.10.10	-	3	73	3.7E-8	T	26-06-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
KX906370.1_84	5ed761d53b946f51c58ecd2f683faa06	110	Pfam	PF05016	ParE toxin of type II toxin-antitoxin system, parDE	8	92	6.2E-5	T	26-06-2023	IPR007712	Toxin-antitoxin system, RelE/ParE toxin family
KX906370.1_84	5ed761d53b946f51c58ecd2f683faa06	110	SUPERFAMILY	SSF143011	RelE-like	7	94	5.3E-8	T	26-06-2023	IPR035093	Toxin-antitoxin system, RelE/ParE toxin domain superfamily
KX906370.1_84	5ed761d53b946f51c58ecd2f683faa06	110	Gene3D	G3DSA:3.30.2310.20	-	7	98	9.4E-7	T	26-06-2023	IPR035093	Toxin-antitoxin system, RelE/ParE toxin domain superfamily
KX906370.1_180	3e5badd92709c711c9f70d8a4011a748	146	MobiDBLite	mobidb-lite	consensus disorder prediction	28	67	-	T	26-06-2023	-	-
KX906370.1_180	3e5badd92709c711c9f70d8a4011a748	146	MobiDBLite	mobidb-lite	consensus disorder prediction	1	67	-	T	26-06-2023	-	-
KX906370.1_180	3e5badd92709c711c9f70d8a4011a748	146	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	26-06-2023	-	-
KX906370.1_59	7df27f931f5828b4e0bc403afb74af21	173	Coils	Coil	Coil	150	173	-	T	26-06-2023	-	-
KX906370.1_59	7df27f931f5828b4e0bc403afb74af21	173	MobiDBLite	mobidb-lite	consensus disorder prediction	150	173	-	T	26-06-2023	-	-
KX906370.1_14	a534f101b78cd0d8f0d24a32cb051715	249	MobiDBLite	mobidb-lite	consensus disorder prediction	73	89	-	T	26-06-2023	-	-
KX906370.1_14	a534f101b78cd0d8f0d24a32cb051715	249	MobiDBLite	mobidb-lite	consensus disorder prediction	51	89	-	T	26-06-2023	-	-
KX906370.1_14	a534f101b78cd0d8f0d24a32cb051715	249	MobiDBLite	mobidb-lite	consensus disorder prediction	101	145	-	T	26-06-2023	-	-
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	NCBIfam	TIGR02928	orc1/cdc6 family replication initiation protein	76	449	2.1E-109	T	26-06-2023	IPR014277	Orc1/Cdc6-type DNA replication protein, archaea
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	SMART	SM01074	Cdc6_C_2	377	460	0.0018	T	26-06-2023	IPR015163	Cdc6, C-terminal
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	Gene3D	G3DSA:1.10.10.10	-	369	469	2.3E-14	T	26-06-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	FunFam	G3DSA:1.10.8.60:FF:000073	ORC1-type DNA replication protein	268	360	2.7E-24	T	26-06-2023	-	-
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	MobiDBLite	mobidb-lite	consensus disorder prediction	23	47	-	T	26-06-2023	-	-
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	Pfam	PF09079	CDC6, C terminal winged helix domain	378	457	5.7E-11	T	26-06-2023	IPR015163	Cdc6, C-terminal
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	Pfam	PF13401	AAA domain	115	242	1.6E-8	T	26-06-2023	IPR003593	AAA+ ATPase domain
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	76	356	4.14E-39	T	26-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	Gene3D	G3DSA:1.10.8.60	-	76	359	1.0E-88	T	26-06-2023	-	-
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	PANTHER	PTHR10763	CELL DIVISION CONTROL PROTEIN 6-RELATED	63	463	1.3E-38	T	26-06-2023	-	-
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	Gene3D	G3DSA:3.40.50.300	-	92	281	1.0E-88	T	26-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	Hamap	MF_01407	ORC1-type DNA replication protein.	69	460	27.25819	T	26-06-2023	IPR014277	Orc1/Cdc6-type DNA replication protein, archaea
KX906370.1_110	4a7587ab50da17fd5284c09e0f2d9772	478	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	364	468	1.45E-11	T	26-06-2023	IPR036390	Winged helix DNA-binding domain superfamily
KX906370.1_135	386c4ba6b8a0bd70b9f39a9e2196d941	326	MobiDBLite	mobidb-lite	consensus disorder prediction	284	300	-	T	26-06-2023	-	-
KX906370.1_135	386c4ba6b8a0bd70b9f39a9e2196d941	326	MobiDBLite	mobidb-lite	consensus disorder prediction	87	114	-	T	26-06-2023	-	-
KX906370.1_135	386c4ba6b8a0bd70b9f39a9e2196d941	326	MobiDBLite	mobidb-lite	consensus disorder prediction	284	326	-	T	26-06-2023	-	-
KX906370.1_135	386c4ba6b8a0bd70b9f39a9e2196d941	326	MobiDBLite	mobidb-lite	consensus disorder prediction	224	243	-	T	26-06-2023	-	-
KX906370.1_135	386c4ba6b8a0bd70b9f39a9e2196d941	326	MobiDBLite	mobidb-lite	consensus disorder prediction	87	105	-	T	26-06-2023	-	-
KX906370.1_135	386c4ba6b8a0bd70b9f39a9e2196d941	326	MobiDBLite	mobidb-lite	consensus disorder prediction	301	326	-	T	26-06-2023	-	-
KX906370.1_135	386c4ba6b8a0bd70b9f39a9e2196d941	326	Coils	Coil	Coil	252	293	-	T	26-06-2023	-	-
KX906370.1_75	f1ccda5720e06c1b4bd9574dced1b921	45	MobiDBLite	mobidb-lite	consensus disorder prediction	1	45	-	T	26-06-2023	-	-
KX906370.1_146	1e830ac2432baef30bf7809c1f6e2038	359	PANTHER	PTHR43818	BCDNA.GH03377	5	198	1.5E-29	T	26-06-2023	-	-
KX906370.1_146	1e830ac2432baef30bf7809c1f6e2038	359	SUPERFAMILY	SSF55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain	146	281	1.11E-10	T	26-06-2023	-	-
KX906370.1_146	1e830ac2432baef30bf7809c1f6e2038	359	Gene3D	G3DSA:3.40.50.720	-	1	139	3.7E-29	T	26-06-2023	-	-
KX906370.1_146	1e830ac2432baef30bf7809c1f6e2038	359	Gene3D	G3DSA:3.30.360.10	Dihydrodipicolinate Reductase; domain 2	140	335	3.3E-25	T	26-06-2023	-	-
