WP_004048516.1	c86fabf3243d5cac5734d46bc0715db9	96	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	25	-	T	02-05-2023	-	-
WP_004048516.1	c86fabf3243d5cac5734d46bc0715db9	96	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	50	96	-	T	02-05-2023	-	-
WP_004048516.1	c86fabf3243d5cac5734d46bc0715db9	96	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	26	48	-	T	02-05-2023	-	-
WP_004048516.1	c86fabf3243d5cac5734d46bc0715db9	96	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	26	49	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	30	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	31	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	336	361	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	31	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	14	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	27	31	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	338	360	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	362	368	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	15	26	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	7	29	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	32	335	-	T	02-05-2023	-	-
WP_226043415.1	14602a75c7db8b23185576fa856ab4d1	368	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	31	-	T	02-05-2023	-	-
WP_238705388.1	098819d1c376c0b59437a05edbc6bebc	366	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	31	-	T	02-05-2023	-	-
WP_238705388.1	098819d1c376c0b59437a05edbc6bebc	366	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	8	19	-	T	02-05-2023	-	-
WP_238705388.1	098819d1c376c0b59437a05edbc6bebc	366	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	31	-	T	02-05-2023	-	-
WP_238705388.1	098819d1c376c0b59437a05edbc6bebc	366	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	31	-	T	02-05-2023	-	-
WP_238705388.1	098819d1c376c0b59437a05edbc6bebc	366	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	32	366	-	T	02-05-2023	-	-
WP_238705388.1	098819d1c376c0b59437a05edbc6bebc	366	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	20	31	-	T	02-05-2023	-	-
WP_238705388.1	098819d1c376c0b59437a05edbc6bebc	366	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	7	-	T	02-05-2023	-	-
WP_238705388.1	098819d1c376c0b59437a05edbc6bebc	366	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	7	29	-	T	02-05-2023	-	-
WP_238705388.1	098819d1c376c0b59437a05edbc6bebc	366	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	31	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	335	357	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	20	37	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	8	19	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	24	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	37	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	358	366	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	38	333	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	20	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	31	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	7	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	334	357	-	T	02-05-2023	-	-
WP_049967304.1	966496646d9928a9630be5e5622c12ec	366	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	7	29	-	T	02-05-2023	-	-
WP_013876076.1	a9ceae0d54e8b5e54d2abc09e4d80523	340	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	31	-	T	02-05-2023	-	-
WP_013876076.1	a9ceae0d54e8b5e54d2abc09e4d80523	340	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	32	-	T	02-05-2023	-	-
WP_013876076.1	a9ceae0d54e8b5e54d2abc09e4d80523	340	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	8	19	-	T	02-05-2023	-	-
WP_013876076.1	a9ceae0d54e8b5e54d2abc09e4d80523	340	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	32	-	T	02-05-2023	-	-
WP_013876076.1	a9ceae0d54e8b5e54d2abc09e4d80523	340	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	20	31	-	T	02-05-2023	-	-
WP_013876076.1	a9ceae0d54e8b5e54d2abc09e4d80523	340	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	25	-	T	02-05-2023	-	-
WP_013876076.1	a9ceae0d54e8b5e54d2abc09e4d80523	340	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	7	-	T	02-05-2023	-	-
WP_013876076.1	a9ceae0d54e8b5e54d2abc09e4d80523	340	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	32	340	-	T	02-05-2023	-	-
WP_013876076.1	a9ceae0d54e8b5e54d2abc09e4d80523	340	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	7	29	-	T	02-05-2023	-	-
WP_088901260.1	4c48f7c79bf4de27b3536be8a1e9595b	98	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	50	68	-	T	02-05-2023	-	-
WP_088901260.1	4c48f7c79bf4de27b3536be8a1e9595b	98	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	20	49	-	T	02-05-2023	-	-
WP_088901260.1	4c48f7c79bf4de27b3536be8a1e9595b	98	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	87	98	-	T	02-05-2023	-	-
WP_088901260.1	4c48f7c79bf4de27b3536be8a1e9595b	98	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	28	50	-	T	02-05-2023	-	-
WP_088901260.1	4c48f7c79bf4de27b3536be8a1e9595b	98	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	19	-	T	02-05-2023	-	-
WP_088901260.1	4c48f7c79bf4de27b3536be8a1e9595b	98	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	69	86	-	T	02-05-2023	-	-
QCW05316.1	d7814002ab27d8507d415fc902035829	354	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	19	-	T	02-05-2023	-	-
QCW05316.1	d7814002ab27d8507d415fc902035829	354	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	15	19	-	T	02-05-2023	-	-
QCW05316.1	d7814002ab27d8507d415fc902035829	354	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	19	-	T	02-05-2023	-	-
QCW05316.1	d7814002ab27d8507d415fc902035829	354	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	19	-	T	02-05-2023	-	-
QCW05316.1	d7814002ab27d8507d415fc902035829	354	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	2	-	T	02-05-2023	-	-
QCW05316.1	d7814002ab27d8507d415fc902035829	354	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	3	14	-	T	02-05-2023	-	-
QCW05316.1	d7814002ab27d8507d415fc902035829	354	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	20	354	-	T	02-05-2023	-	-
QCW05316.1	d7814002ab27d8507d415fc902035829	354	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	19	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	323	345	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	19	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	25	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	322	345	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	2	13	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	26	321	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	346	354	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	19	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	1	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	14	25	-	T	02-05-2023	-	-
QCC57193.1	15e63174f50619857c963f0f39052e90	354	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	19	-	T	02-05-2023	-	-
QCW05226.1	0bc2a6d37f2c1b731e220aa0222b64cd	1447	PANTHER	PTHR34512	CELL SURFACE PROTEIN	434	567	9.1E-48	T	02-05-2023	-	-
QCW05226.1	0bc2a6d37f2c1b731e220aa0222b64cd	1447	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	58	80	-	T	02-05-2023	-	-
QCW05226.1	0bc2a6d37f2c1b731e220aa0222b64cd	1447	Pfam	PF13570	PQQ-like domain	505	542	7.3E-5	T	02-05-2023	IPR002372	Pyrrolo-quinoline quinone repeat	-	MetaCyc: PWY-2582|MetaCyc: PWY-282|MetaCyc: PWY-301|MetaCyc: PWY-5136|MetaCyc: PWY-5644|MetaCyc: PWY-5660|MetaCyc: PWY-5748|MetaCyc: PWY-5752|MetaCyc: PWY-5922|MetaCyc: PWY-5923|MetaCyc: PWY-5924|MetaCyc: PWY-5927|MetaCyc: PWY-5958|MetaCyc: PWY-6420|MetaCyc: PWY-6457|MetaCyc: PWY-6464|MetaCyc: PWY-6593|MetaCyc: PWY-6670|MetaCyc: PWY-6722|MetaCyc: PWY-6799|MetaCyc: PWY-6817|MetaCyc: PWY-6873|MetaCyc: PWY-6926|MetaCyc: PWY-6948|MetaCyc: PWY-6966|MetaCyc: PWY-699|MetaCyc: PWY-7007|MetaCyc: PWY-7165|MetaCyc: PWY-7288|MetaCyc: PWY-7300|MetaCyc: PWY-735|MetaCyc: PWY-7462|MetaCyc: PWY-7536|MetaCyc: PWY-7599|MetaCyc: PWY-7620|MetaCyc: PWY-7636|MetaCyc: PWY-7659|MetaCyc: PWY-7660|MetaCyc: PWY-7671|MetaCyc: PWY-7693|MetaCyc: PWY-7738|MetaCyc: PWY-7778|MetaCyc: PWY-7779|MetaCyc: PWY-7780|MetaCyc: PWY-7913|MetaCyc: PWY-8029|MetaCyc: PWY-8032|MetaCyc: PWY-8033|MetaCyc: PWY-8034|MetaCyc: PWY-8042|MetaCyc: PWY-8044|MetaCyc: PWY-8045|MetaCyc: PWY-8110|MetaCyc: PWY-8151|MetaCyc: PWY-8152|MetaCyc: PWY-8179|MetaCyc: PWY-8293|MetaCyc: PWY-8319|MetaCyc: PWY-8336|MetaCyc: PWY-8339|MetaCyc: PWY-8343|MetaCyc: PWY-8361|MetaCyc: PWY-8374|MetaCyc: PWY-8424|MetaCyc: PWYG-321|Reactome: R-CEL-1169408|Reactome: R-CEL-381042|Reactome: R-CEL-381070|Reactome: R-SPO-114608
QCW05226.1	0bc2a6d37f2c1b731e220aa0222b64cd	1447	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	95	117	-	T	02-05-2023	-	-
QCW05226.1	0bc2a6d37f2c1b731e220aa0222b64cd	1447	Coils	Coil	Coil	946	966	-	T	02-05-2023	-	-
QCW05226.1	0bc2a6d37f2c1b731e220aa0222b64cd	1447	SMART	SM00564	ire1_9	436	467	1.2E-9	T	02-05-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	-	MetaCyc: PWY-2582|MetaCyc: PWY-282|MetaCyc: PWY-301|MetaCyc: PWY-5136|MetaCyc: PWY-5644|MetaCyc: PWY-5660|MetaCyc: PWY-5748|MetaCyc: PWY-5752|MetaCyc: PWY-5922|MetaCyc: PWY-5923|MetaCyc: PWY-5924|MetaCyc: PWY-5927|MetaCyc: PWY-5958|MetaCyc: PWY-6420|MetaCyc: PWY-6457|MetaCyc: PWY-6464|MetaCyc: PWY-6593|MetaCyc: PWY-6670|MetaCyc: PWY-6722|MetaCyc: PWY-6799|MetaCyc: PWY-6873|MetaCyc: PWY-6926|MetaCyc: PWY-6948|MetaCyc: PWY-6966|MetaCyc: PWY-699|MetaCyc: PWY-7007|MetaCyc: PWY-7165|MetaCyc: PWY-7288|MetaCyc: PWY-7300|MetaCyc: PWY-735|MetaCyc: PWY-7462|MetaCyc: PWY-7536|MetaCyc: PWY-7599|MetaCyc: PWY-7620|MetaCyc: PWY-7636|MetaCyc: PWY-7659|MetaCyc: PWY-7660|MetaCyc: PWY-7671|MetaCyc: PWY-7693|MetaCyc: PWY-7738|MetaCyc: PWY-7778|MetaCyc: PWY-7779|MetaCyc: PWY-7780|MetaCyc: PWY-7913|MetaCyc: PWY-8029|MetaCyc: PWY-8032|MetaCyc: PWY-8033|MetaCyc: PWY-8034|MetaCyc: PWY-8042|MetaCyc: PWY-8044|MetaCyc: PWY-8045|MetaCyc: PWY-8110|MetaCyc: PWY-8151|MetaCyc: PWY-8152|MetaCyc: PWY-8179|MetaCyc: PWY-8293|MetaCyc: PWY-8319|MetaCyc: PWY-8336|MetaCyc: PWY-8339|MetaCyc: PWY-8343|MetaCyc: PWY-8361|MetaCyc: PWY-8374|MetaCyc: PWY-8424|MetaCyc: PWYG-321|Reactome: R-CEL-1169408|Reactome: R-CEL-381042|Reactome: R-CEL-381070|Reactome: R-DDI-381070|Reactome: R-DME-381042|Reactome: R-HSA-381070|Reactome: R-MMU-381070|Reactome: R-SCE-381070|Reactome: R-SPO-381070
QCW05226.1	0bc2a6d37f2c1b731e220aa0222b64cd	1447	SMART	SM00564	ire1_9	355	387	5.0E-8	T	02-05-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	-	MetaCyc: PWY-2582|MetaCyc: PWY-282|MetaCyc: PWY-301|MetaCyc: PWY-5136|MetaCyc: PWY-5644|MetaCyc: PWY-5660|MetaCyc: PWY-5748|MetaCyc: PWY-5752|MetaCyc: PWY-5922|MetaCyc: PWY-5923|MetaCyc: PWY-5924|MetaCyc: PWY-5927|MetaCyc: PWY-5958|MetaCyc: PWY-6420|MetaCyc: PWY-6457|MetaCyc: PWY-6464|MetaCyc: PWY-6593|MetaCyc: PWY-6670|MetaCyc: PWY-6722|MetaCyc: PWY-6799|MetaCyc: PWY-6873|MetaCyc: PWY-6926|MetaCyc: PWY-6948|MetaCyc: PWY-6966|MetaCyc: PWY-699|MetaCyc: PWY-7007|MetaCyc: PWY-7165|MetaCyc: PWY-7288|MetaCyc: PWY-7300|MetaCyc: PWY-735|MetaCyc: PWY-7462|MetaCyc: PWY-7536|MetaCyc: PWY-7599|MetaCyc: PWY-7620|MetaCyc: PWY-7636|MetaCyc: PWY-7659|MetaCyc: PWY-7660|MetaCyc: PWY-7671|MetaCyc: PWY-7693|MetaCyc: PWY-7738|MetaCyc: PWY-7778|MetaCyc: PWY-7779|MetaCyc: PWY-7780|MetaCyc: PWY-7913|MetaCyc: PWY-8029|MetaCyc: PWY-8032|MetaCyc: PWY-8033|MetaCyc: PWY-8034|MetaCyc: PWY-8042|MetaCyc: PWY-8044|MetaCyc: PWY-8045|MetaCyc: PWY-8110|MetaCyc: PWY-8151|MetaCyc: PWY-8152|MetaCyc: PWY-8179|MetaCyc: PWY-8293|MetaCyc: PWY-8319|MetaCyc: PWY-8336|MetaCyc: PWY-8339|MetaCyc: PWY-8343|MetaCyc: PWY-8361|MetaCyc: PWY-8374|MetaCyc: PWY-8424|MetaCyc: PWYG-321|Reactome: R-CEL-1169408|Reactome: R-CEL-381042|Reactome: R-CEL-381070|Reactome: R-DDI-381070|Reactome: R-DME-381042|Reactome: R-HSA-381070|Reactome: R-MMU-381070|Reactome: R-SCE-381070|Reactome: R-SPO-381070
QCW05226.1	0bc2a6d37f2c1b731e220aa0222b64cd	1447	SMART	SM00564	ire1_9	315	346	2.2E-8	T	02-05-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	-	MetaCyc: PWY-2582|MetaCyc: PWY-282|MetaCyc: PWY-301|MetaCyc: PWY-5136|MetaCyc: PWY-5644|MetaCyc: PWY-5660|MetaCyc: PWY-5748|MetaCyc: PWY-5752|MetaCyc: PWY-5922|MetaCyc: PWY-5923|MetaCyc: PWY-5924|MetaCyc: PWY-5927|MetaCyc: PWY-5958|MetaCyc: PWY-6420|MetaCyc: PWY-6457|MetaCyc: PWY-6464|MetaCyc: PWY-6593|MetaCyc: PWY-6670|MetaCyc: PWY-6722|MetaCyc: PWY-6799|MetaCyc: PWY-6873|MetaCyc: PWY-6926|MetaCyc: PWY-6948|MetaCyc: PWY-6966|MetaCyc: PWY-699|MetaCyc: PWY-7007|MetaCyc: PWY-7165|MetaCyc: PWY-7288|MetaCyc: PWY-7300|MetaCyc: PWY-735|MetaCyc: PWY-7462|MetaCyc: PWY-7536|MetaCyc: PWY-7599|MetaCyc: PWY-7620|MetaCyc: PWY-7636|MetaCyc: PWY-7659|MetaCyc: PWY-7660|MetaCyc: PWY-7671|MetaCyc: PWY-7693|MetaCyc: PWY-7738|MetaCyc: PWY-7778|MetaCyc: PWY-7779|MetaCyc: PWY-7780|MetaCyc: PWY-7913|MetaCyc: PWY-8029|MetaCyc: PWY-8032|MetaCyc: PWY-8033|MetaCyc: PWY-8034|MetaCyc: PWY-8042|MetaCyc: PWY-8044|MetaCyc: PWY-8045|MetaCyc: PWY-8110|MetaCyc: PWY-8151|MetaCyc: PWY-8152|MetaCyc: PWY-8179|MetaCyc: PWY-8293|MetaCyc: PWY-8319|MetaCyc: PWY-8336|MetaCyc: PWY-8339|MetaCyc: PWY-8343|MetaCyc: PWY-8361|MetaCyc: PWY-8374|MetaCyc: PWY-8424|MetaCyc: PWYG-321|Reactome: R-CEL-1169408|Reactome: R-CEL-381042|Reactome: R-CEL-381070|Reactome: R-DDI-381070|Reactome: R-DME-381042|Reactome: R-HSA-381070|Reactome: R-MMU-381070|Reactome: R-SCE-381070|Reactome: R-SPO-381070
QCW05226.1	0bc2a6d37f2c1b731e220aa0222b64cd	1447	SMART	SM00564	ire1_9	396	427	3.0E-8	T	02-05-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	-	MetaCyc: PWY-2582|MetaCyc: PWY-282|MetaCyc: PWY-301|MetaCyc: PWY-5136|MetaCyc: PWY-5644|MetaCyc: PWY-5660|MetaCyc: PWY-5748|MetaCyc: PWY-5752|MetaCyc: PWY-5922|MetaCyc: PWY-5923|MetaCyc: PWY-5924|MetaCyc: PWY-5927|MetaCyc: PWY-5958|MetaCyc: PWY-6420|MetaCyc: PWY-6457|MetaCyc: PWY-6464|MetaCyc: PWY-6593|MetaCyc: PWY-6670|MetaCyc: PWY-6722|MetaCyc: PWY-6799|MetaCyc: PWY-6873|MetaCyc: PWY-6926|MetaCyc: PWY-6948|MetaCyc: PWY-6966|MetaCyc: PWY-699|MetaCyc: PWY-7007|MetaCyc: PWY-7165|MetaCyc: PWY-7288|MetaCyc: PWY-7300|MetaCyc: PWY-735|MetaCyc: PWY-7462|MetaCyc: PWY-7536|MetaCyc: PWY-7599|MetaCyc: PWY-7620|MetaCyc: PWY-7636|MetaCyc: PWY-7659|MetaCyc: PWY-7660|MetaCyc: PWY-7671|MetaCyc: PWY-7693|MetaCyc: PWY-7738|MetaCyc: PWY-7778|MetaCyc: PWY-7779|MetaCyc: PWY-7780|MetaCyc: PWY-7913|MetaCyc: PWY-8029|MetaCyc: PWY-8032|MetaCyc: PWY-8033|MetaCyc: PWY-8034|MetaCyc: PWY-8042|MetaCyc: PWY-8044|MetaCyc: PWY-8045|MetaCyc: PWY-8110|MetaCyc: PWY-8151|MetaCyc: PWY-8152|MetaCyc: PWY-8179|MetaCyc: PWY-8293|MetaCyc: PWY-8319|MetaCyc: PWY-8336|MetaCyc: PWY-8339|MetaCyc: PWY-8343|MetaCyc: PWY-8361|MetaCyc: PWY-8374|MetaCyc: PWY-8424|MetaCyc: PWYG-321|Reactome: R-CEL-1169408|Reactome: R-CEL-381042|Reactome: R-CEL-381070|Reactome: R-DDI-381070|Reactome: R-DME-381042|Reactome: R-HSA-381070|Reactome: R-MMU-381070|Reactome: R-SCE-381070|Reactome: R-SPO-381070
